decision_idx,agent_x,agent_y,chosen_idx,subgoal_x,subgoal_y,R,k,termination,q_selected,num_valid,timestamp
1570,3.721153604522844,7.904765460415908,6,15.0,15.0,1.6125862018750297,10,MAX_STEPS,11.2814359664917,7,2629673
1580,4.219155061371963,7.070899989980911,4,8.454627544558683,7.644633529205729,-0.32325421863836623,10,MAX_STEPS,11.234406471252441,6,2629673
1590,2.4750282267121126,6.701311832601238,5,-3.7038243653573746,2.9032488407907437,-1.864992724119191,10,MAX_STEPS,11.180036544799805,6,2629673
1600,0.7885239992253855,5.690289084307581,0,-3.899965422304825,0.9352939631358975,0.15818317763161097,10,MAX_STEPS,11.10610580444336,7,2629673
1610,2.7223017572751633,7.219480700049722,6,15.0,15.0,2.5605471037266705,10,MAX_STEPS,11.02798843383789,7,2629673
1615,3.919133778048975,7.5719295008140355,1,5.719643134462145,7.962250548245428,3.6942231712407603,5,SUBGOAL_REACHED,10.972326278686523,7,2629673
1625,2.3066985432643676,5.938335912203854,0,-3.899965422304825,0.9352939631358975,0.1449395686772721,10,MAX_STEPS,,6,2629673
1635,4.175916700549963,7.235653438014538,6,15.0,15.0,2.292103558701954,10,MAX_STEPS,10.935020446777344,7,2629673
1645,5.881297970675147,6.027623236661033,3,9.71735803852219,8.12265168862908,0.47101263815962224,10,MAX_STEPS,10.92715835571289,6,2629673
1655,7.028826715566328,6.925512035785816,6,15.0,15.0,1.2309515245241582,10,MAX_STEPS,10.9141845703125,6,2629673
1665,6.492519775267873,6.373115339981458,6,15.0,15.0,-1.7489800874188126,10,MAX_STEPS,10.904214859008789,3,2629673
1675,6.308544579141569,6.509125741535188,3,9.71735803852219,8.12265168862908,-2.4210181321397215,10,MAX_STEPS,10.869283676147461,6,2629673
1685,6.778355786612039,6.368076277166043,6,15.0,15.0,-4.204848640745567,10,MAX_STEPS,10.806143760681152,6,2629673
1695,7.10182643215528,6.691718830836891,6,15.0,15.0,0.03400479365348069,10,MAX_STEPS,10.702946662902832,5,2629673
1705,7.011593200430786,6.8522617421889915,6,15.0,15.0,-0.8683091239587267,10,MAX_STEPS,,4,2629673
1715,7.209927717679902,6.970541509544641,6,15.0,15.0,-0.6408512077385096,10,MAX_STEPS,10.467192649841309,3,2629673
1725,6.950195512426376,6.877066072886501,6,15.0,15.0,-1.3165540222838534,10,MAX_STEPS,10.320761680603027,3,2629673
1735,4.866985436552646,5.605773674791154,5,-3.7038243653573746,2.9032488407907437,0.1809021130607324,10,MAX_STEPS,,4,2629673
1745,2.4831128956242607,4.852684569729795,5,-3.7038243653573746,2.9032488407907437,0.3369922131775966,10,MAX_STEPS,9.947778701782227,7,2629673
1755,0.0986773683321038,4.101374236923549,5,-3.7038243653573746,2.9032488407907437,0.31178594622888867,10,MAX_STEPS,9.737789154052734,7,2629673
1765,1.8434421951845983,5.5765485053212975,6,15.0,15.0,2.297183802079096,10,MAX_STEPS,9.502252578735352,7,2629673
1775,3.875805503537427,7.0323985401684315,6,15.0,15.0,2.6294929136961986,10,MAX_STEPS,9.376615524291992,7,2629673
1785,4.606007055411523,6.757876088576518,6,15.0,15.0,-0.3250032164554029,10,MAX_STEPS,9.347743034362793,7,2629673
1795,5.074865915746702,6.25827274473753,6,15.0,15.0,-0.8896637388447532,10,MAX_STEPS,9.271318435668945,6,2629673
